079/05,66
079/04,65.32
079/03,64.68
079/02,64.2
079/01,64.29
078/12,63.85
078/11,64.28
078/10,65.98
078/09,65.36
078/08,63.69
078/07,63.16
078/06,63.46
078/05,63.63
078/04,63.16
078/03,62.6
078/02,62.45
078/01,61.91
077/12,61.91
077/11,61.96
077/10,62.28
077/09,61.84
077/08,61.64
077/07,60.78
077/06,60.78
077/05,60.41
077/04,59.74
077/03,59.66
077/02,60
077/01,60.24
076/12,61.23
076/11,60.6
076/10,60.43
076/09,60.98
076/08,60.76
076/07,60.27
076/06,59.58
076/05,59.54
076/04,59.53
076/03,59.32
076/02,59.79
076/01,59.91
075/12,60.07
075/11,60.34
075/10,61.19
075/09,61.32
075/08,59.8
075/07,59.47
075/06,59.62
075/05,59.47
075/04,59.39
075/03,59.24
075/02,59.25
075/01,59.09
074/12,58.54
074/11,59.15
074/10,59.99
074/09,60.05
074/08,59.07
074/07,59.33
074/06,59.27
074/05,59.36
074/04,59.55
074/03,59.84
074/02,59.81
074/01,59.34
073/12,59.31
073/11,59.6
073/10,59.94
073/09,60.18
073/08,59.98
073/07,59.76
073/06,59.92
073/05,59.97
073/04,59.25
073/03,59.14
073/02,58.98
073/01,58.39
072/12,58.35
072/11,59.16
072/10,59.66
072/09,59.68
072/08,59.5
072/07,59.53
072/06,60.2
072/05,59.76
072/04,60.17
072/03,59.91
072/02,59.66
072/01,59.07
071/12,59.05
071/11,58.83
071/10,59.31
071/09,59.79
071/08,60.35
071/07,58.58
071/06,58.61
071/05,58.49
071/04,58.14
071/03,57.99
071/02,57.84
071/01,58.02
070/12,57.65
070/11,57.73
070/10,58.12
070/09,58.44
070/08,57.75
070/07,57.19
070/06,56.97
070/05,56.43
070/04,56.65
070/03,56.43
070/02,56.18
070/01,55.24
069/12,52.85
069/11,52.91
069/10,52.84
069/09,51.92
069/08,49.99
069/07,48.87
069/06,48.53
069/05,47.27
069/04,46.39
069/03,46.16
069/02,45.91
069/01,45.01
068/12,43.25
068/11,42.89
068/10,43.51
068/09,43.63
068/08,42.25
068/07,41.19
068/06,40.82
068/05,40.4
068/04,40.06
068/03,39.28
068/02,38.75
068/01,38.57
067/12,38.44
067/11,38.61
067/10,38.74
067/09,38.42
067/08,37.84
067/07,37.16
067/06,37.26
067/05,37.3
067/04,37.32
067/03,36.64
067/02,36.6
067/01,36.33
066/12,35.71
066/11,35.89
066/10,36.51
066/09,36.91
066/08,37.43
066/07,35.85
066/06,35.81
066/05,34.72
066/04,34.57
066/03,34.31
066/02,34.44
066/01,33.89
065/12,33.45
065/11,33.09
065/10,33.17
065/09,33.35
065/08,33.38
065/07,33.14
065/06,33
065/05,33.13
065/04,33.3
065/03,33.22
065/02,32.96
065/01,32.84
064/12,32.28
064/11,32.86
064/10,33.13
064/09,32.71
064/08,32.75
064/07,32.63
064/06,32.63
064/05,31.91
064/04,31.89
064/03,31.68
064/02,31.95
064/01,31.91
063/12,32.21
063/11,32.4
063/10,31.94
063/09,32
063/08,31
063/07,30.66
063/06,30.26
063/05,30.36
063/04,30.61
063/03,30.82
063/02,30.4
063/01,26.39
062/12,24.04
062/11,23.9
062/10,23.43
062/09,21.72
062/08,20.84
062/07,20.39
062/06,19.83
062/05,19.62
062/04,19.37
062/03,19.09
062/02,19.15
062/01,18.88
061/12,19.38
061/11,19.05
061/10,19.3
061/09,20.08
061/08,20.13
061/07,19.45
061/06,19.28
061/05,19.08
061/04,18.99
061/03,18.97
061/02,19.01
061/01,18.61
060/12,18.89
060/11,18.93
060/10,18.99
060/09,18.86
060/08,18.87
060/07,18.55
060/06,18.54
060/05,18.54
060/04,18.52
060/03,18.56
060/02,18.65
060/01,18.73
059/12,18.39
059/11,18.57
059/10,18.8
059/09,19.09
059/08,18.61
059/07,18.08
059/06,17.79
059/05,17.93
059/04,18.02
059/03,17.93
059/02,17.82
059/01,17.53
058/12,17.73
058/11,18.56
058/10,19.4
058/09,17.79
058/08,17.8
058/07,17.45
058/06,17.1
058/05,16.95
058/04,17.14
058/03,17.06
058/02,17.12
058/01,16.9
057/12,16.76
057/11,17.11
057/10,17.44
057/09,17.33
057/08,17.59
057/07,17.15
057/06,16.87
057/05,16.57
057/04,16.48
057/03,15.81
057/02,15.76
057/01,15.88
056/12,15.8
056/11,15.65
056/10,15.67
056/09,15.75
056/08,15.59
056/07,15.62
056/06,15.42
056/05,15.3
056/04,15.24
056/03,15.27
056/02,15.54
056/01,15.25
055/12,15.14
055/11,15.25
055/10,15.46
055/09,15.36
055/08,15.04
055/07,15.12
055/06,15.1
055/05,14.75
055/04,14.72
055/03,14.62
055/02,14.64
055/01,14.85
054/12,14.89
054/11,14.8
054/10,14.77
054/09,14.89
054/08,14.81
054/07,14.73
054/06,14.71
054/05,14.64
054/04,14.56
054/03,14.51
054/02,14.56
054/01,14.61
053/12,14.8
053/11,15
053/10,15.02
053/09,14.8
053/08,14.59
053/07,14.43
053/06,14.54
053/05,14.66
053/04,14.61
053/03,14.7
053/02,14.75
053/01,14.73
052/12,14.71
052/11,14.75
052/10,14.93
052/09,14.94
052/08,14.49
052/07,14.46
052/06,14.64
052/05,14.77
052/04,14.9
052/03,14.8
052/02,14.77
052/01,14.76
051/12,14.62
051/11,14.73
051/10,14.93
051/09,14.66
051/08,14.31
051/07,14.17
051/06,14.39
051/05,14.47
051/04,14.28
051/03,14.22
051/02,14.27
051/01,14.11
050/12,14.21
050/11,14.34
050/10,14.46
050/09,14.36
050/08,14.15
050/07,13.98
050/06,14.04
050/05,14.04
050/04,14.03
050/03,13.93
050/02,13.93
050/01,13.67
049/12,13.64
049/11,13.89
049/10,13.87
049/09,14
049/08,13.82
049/07,13.24
049/06,13.14
049/05,12.77
049/04,12.83
049/03,12.25
049/02,11.83
049/01,11.57
048/12,11.46
048/11,11.48
048/10,11.81
048/09,12
048/08,11.64
048/07,11.04
048/06,10.7
048/05,10.53
048/04,10.52
048/03,10.53
048/02,10.37
048/01,10.29
